"runnerUri","fullname","time","rank","nationality","nationalityCode","index","ageGroup","gender"
"3638043.oskar.devahl","Oskar DE VAHL","04:22:15",20,"Sweden","SE",,"35-39","H"
"4200864.rickard.manesjo","Rickard MÅNESJÖ","04:22:42",21,"Sweden","SE",,"45-49","H"
"4700704.fredrik.ronning","Fredrik RONNING","04:23:35",22,"Sweden","SE",,"20-34","H"
"5484340.lovisa.modig","Lovisa MODIG","04:24:01",23,"Sweden","SE",,"20-34","F"
"1111403.kristoffer.theland","Kristoffer THELAND","04:29:25",24,"Sweden","SE",,"40-44","H"
"1634187.robin.adolfsson","Robin ADOLFSSON","04:30:28",25,"Sweden","SE",,"35-39","H"
"1630489.jesper.lundberg","Jesper LUNDBERG","02:34:29",1,"Sweden","SE",,"20-34","H"
"4228235.kristofer.laas","Kristofer LAAS","02:37:03",2,"Sweden","SE",,"20-34","H"
"696405.andreas.lundegard","Andreas LUNDEGARD","02:43:44",3,"Sweden","SE",,"35-39","H"
"5476098.isak.augustsson","Isak AUGUSTSSON","02:57:01",4,"Sweden","SE",,"20-34","H"
"4003221.erica.lech","Erica LECH","03:02:09",5,"Sweden","SE",,"45-49","F"
"5476100.bjorn.martinsson","Björn MARTINSSON","03:04:57",6,"Sweden","SE",,"35-39","H"
"5739548.barbro.fjallstedtoljans","Barbro FJÄLLSTEDT OLJANS","03:08:50",7,"Sweden","SE",,"20-34","F"
"1535085.malin.gibrand","Malin GIBRAND","03:15:03",8,"Sweden","SE",,"40-44","F"
"4445134.marcus.jansson","Marcus JANSSON","03:25:19",9,"Sweden","SE",,"45-49","H"
"1630515.janerik.olsson","Jan-Erik OLSSON","03:26:25",10,"Sweden","SE",,"35-39","H"
"3912731.warren.renkel","Warren RENKEL","03:31:52",11,"United Kingdom","GB",,"40-44","H"
"5476104.thomas.bergman","Thomas BERGMAN","03:32:28",12,"Sweden","SE",,"20-34","H"
"3378575.erik.melakari","Erik MELAKARI","03:33:20",13,"Sweden","SE",,"40-44","H"
"1112183.monica.pihl","Monica PIHL","03:39:34",14,"Sweden","SE",,"55-59","F"
"696557.mika.numminen","Mika NUMMINEN","03:40:19",15,"Sweden","SE",,"45-49","H"
"2272085.ingvild.aurdal","Ingvild AURDAL","03:40:29",16,"Norway","NO",,"50-54","F"
"1630533.marcus.tuori","Marcus TUORI","03:42:15",17,"Sweden","SE",,"45-49","H"
"4680680.fredrik.bernhardsson","Fredrik BERNHARDSSON","03:46:14",18,"Sweden","SE",,"35-39","H"
"5476106.maja.stefansson","Maja STEFANSSON","03:46:14",19,"Sweden","SE",,"20-34","F"
"5476108.philip.montalvo","Philip MONTALVO","03:46:32",20,"Sweden","SE",,"20-34","H"
"5476110.steffen.burkhardt","Steffen BURKHARDT","03:46:51",21,"Germany","DE",,"50-54","H"
"4680648.daniel.larsson","Daniel LARSSON","03:47:09",22,"Sweden","SE",,"50-54","H"
"5476112.sebastian.hogdahl","Sebastian HÖGDAHL","03:47:19",23,"Sweden","SE",,"20-34","H"
"5476114.thomas.tollstedt","Thomas TOLLSTEDT","03:48:31",24,"Sweden","SE",,"20-34","H"
"5476116.patrik.olsson","Patrik OLSSON","03:48:58",25,"Sweden","SE",,"35-39","H"
"5475988.jens.koster","Jens KOSTER","03:56:42",1,"Sweden","SE",,"20-34","H"
"1960317.hakan.sandberg","Håkan SANDBERG","03:57:47",2,"Sweden","SE",,"45-49","H"
"5071699.calle.andersson","Calle ANDERSSON","04:19:32",3,"Sweden","SE",,"40-44","H"
"665483.anton.lundqvist","Anton LUNDQVIST","04:25:45",4,"Sweden","SE",,"50-54","H"
"1036275.camilla.bloss","Camilla BLOSS","04:41:50",5,"Sweden","SE",,"20-34","F"
"1559861.matteo.rossi","Matteo ROSSI","04:41:52",6,"Italy","IT",,"45-49","H"
"3377889.mattias.martinsson","Mattias MARTINSSON","04:49:57",7,"Sweden","SE",,"45-49","H"
"1209617.niels.holm","Niels HOLM","04:52:30",8,"Denmark","DK",,"50-54","H"
"5063411.bjorn.barup","Björn BARUP","04:57:06",9,"Sweden","SE",,"35-39","H"
"675574.dina.bohm","Dina BÖHM","05:11:03",10,"Germany","DE",,"50-54","F"
"2049575.annalena.delgard","Anna-Lena DELGÅRD","05:24:50",11,"Sweden","SE",,"35-39","F"
"3249353.emil.andersson","Emil ANDERSSON","05:25:29",12,"Sweden","SE",,"20-34","H"
"2397575.anders.hedenstedt","Anders HEDENSTEDT","05:41:18",13,"Sweden","SE",,"45-49","H"
"4521060.erik.persson","Erik PERSSON","06:11:46",14,"Sweden","SE",,"40-44","H"
"4259475.mark.jennings","Mark JENNINGS","06:11:47",15,"Ireland","IE",,"40-44","H"
"496516.gustaf.mellerup","Gustaf MELLERUP","06:24:19",16,"Sweden","SE",,"45-49","H"
"3816155.thomas.fransson","Thomas FRANSSON","06:24:40",17,"Sweden","SE",,"55-59","H"
"5475990.mathilda.adele","Mathilda ADELÉ","06:30:56",18,"Sweden","SE",,"20-34","F"
"692096.ellen.junevik","Ellen JUNEVIK","06:31:12",19,"Sweden","SE",,"20-34","F"
"4520992.magnus.abrahamsson","Magnus ABRAHAMSSON","06:35:41",20,"Sweden","SE",,"50-54","H"
"1356073.mikael.lindqvist","Mikael LINDQVIST","06:55:57",21,"Sweden","SE",,"50-54","H"
"4173115.emma.eliasson","Emma ELIASSON","07:32:02",22,"Sweden","SE",,"20-34","F"
"4416538.cathrin.jung","Cathrin JUNG","07:32:02",23,"Sweden","SE",,"45-49","F"
"1858519.sarah.glendinning","Sarah GLENDINNING","07:32:02",24,"Ireland","IE",,"55-59","F"
"5100450.jessica.stalhammar","Jessica STÅLHAMMAR",,,"Sweden","SE",,"20-34","F"
"3952105.mikael.dahlberg","Mikael DAHLBERG","19:00:52",1,"Sweden","SE",,"40-44","H"
"4173021.thommie.forsberg","Thommie FORSBERG","20:20:58",2,"Sweden","SE",,"35-39","H"
"1843293.andreas.feurst","Andreas FEURST","21:39:38",3,"Sweden","SE",,"45-49","H"
"5313172.jakob.klasen","Jakob KLASÉN","21:48:16",4,"Sweden","SE",,"20-34","H"
"5530196.dennis.nilsson","Dennis NILSSON","22:23:40",5,"Sweden","SE",,"40-44","H"
"5530198.jonas.lundgren","Jonas LUNDGREN","23:00:40",6,"Sweden","SE",,"40-44","H"
"665750.liselott.jezek","Liselott JEZEK","23:17:51",7,"Sweden","SE",,"35-39","F"
"702811.adam.bernhoff","Adam BERNHOFF","23:19:01",8,"Sweden","SE",,"40-44","H"
"574349.emmy.karnerud","Emmy KARNERUD","23:42:43",9,"Sweden","SE",,"45-49","F"
"4701408.rasmus.olsimsbrown","Rasmus OLSIMS BROWN","23:47:06",10,"Sweden","SE",,"20-34","H"
"4195051.jon.brunk","Jon BRUNK","24:20:47",11,"Sweden","SE",,"40-44","H"
"4681908.fredrik.lind","Fredrik LIND","24:33:09",12,"Sweden","SE",,"35-39","H"
"4301495.oscar.lindeborg","Oscar LINDEBORG","24:56:25",13,"Sweden","SE",,"40-44","H"
"4715724.galen.mack","Galen MACK","25:02:19",14,"Australia","AU",,"45-49","H"
"4292411.alex.cravcenco","Alex CRAVCENCO","25:10:18",15,"Sweden","SE",,"35-39","H"
"665874.mikael.hedman","Mikael HEDMAN","25:46:43",16,"Sweden","SE",,"45-49","H"
"5313184.simon.janjam","Simon JANJAM","26:10:15",17,"Sweden","SE",,"20-34","H"
"4201022.roger.westin","Roger WESTIN","26:18:27",18,"Sweden","SE",,"40-44","H"
"5066165.jonas.holmberg","Jonas HOLMBERG","26:19:19",19,"Sweden","SE",,"45-49","H"
"1779539.daniel.iivari","Daniel IIVARI","26:34:04",20,"Sweden","SE",,"35-39","H"
"4681738.theodor.ingman","Theodor INGMAN","26:35:28",21,"Sweden","SE",,"20-34","H"
"4569036.stephanie.magnenat","Stephanie MAGNENAT","26:39:21",22,"Sweden","SE",,"20-34","F"
"665823.mikael.hasselrot","Mikael HASSELROT","26:43:17",23,"Sweden","SE",,"45-49","H"
"5313212.gustav.petersson","Gustav PETERSSON","26:53:34",24,"Sweden","SE",,"35-39","H"
"37090.jonas.brantvall","Jonas BRANTVALL","27:07:57",25,"Sweden","SE",,"50-54","H"
"4978420.markus.hagelberg","Markus HAGELBERG","13:13:00",1,"Sweden","SE",,"45-49","H"
"4978426.christoffer.nygren","Christoffer NYGREN","14:13:00",2,"Sweden","SE",,"20-34","H"
"5526254.patrik.linder","Patrik LINDER","14:13:00",3,"Sweden","SE",,"20-34","H"
"4011619.axel.salomonsson","Axel SALOMONSSON","14:55:00",4,"Sweden","SE",,"35-39","H"
"986679.anders.ahlgren","Anders AHLGREN","15:03:00",5,"Sweden","SE",,"60-64","H"
"723769.joakim.westerberg","Joakim WESTERBERG","16:38:00",6,"Sweden","SE",,"50-54","H"
"861321.tony.andersson","Tony ANDERSSON","16:48:00",7,"Sweden","SE",,"55-59","H"
"4742438.ekdahl.ida","Ekdahl IDA","18:23:00",8,"Sweden","SE",,"35-39","F"
"1629107.jaroslaw.wisniewski","Jaroslaw WISNIEWSKI","20:10:00",9,"Sweden","SE",,"50-54","H"
"1629105.ewa.wisniewska","Ewa WISNIEWSKA","20:10:00",10,"Sweden","SE",,"45-49","F"
"4011621.stefan.burman","Stefan BURMAN","21:52:00",11,"Sweden","SE",,"35-39","H"
"4253326.cheekwong.sam","Chee Kwong SAM","23:59:00",12,"Malaysia","MY",,"50-54","H"
"696345.line.kolbe","Line KOLBE",,,"Denmark","DK",,"45-49","F"
"2439841.jonas.eklof","Jonas EKLÖF",,,"Sweden","SE",,"45-49","H"
"5526258.joost.husen","Joost HUSEN",,,"Netherlands","NL",,"20-34","H"
"5526256.varun.kelkar","Varun KELKAR",,,"India","IN",,"20-34","H"
"3461335.erik.ahlrot","Erik AHLROT",,,"Sweden","SE",,"50-54","H"
"5340356.johan.eriksson","Johan ERIKSSON",,,"Sweden","SE",,"40-44","H"
"508804.mikael.thomasson","Mikael THOMASSON",,,"Sweden","SE",,"45-49","H"
"1843273.jakob.aberg","Jakob ÅBERG (Jakob ABERG)","04:22:29",1,"Sweden","SE",,"20-34","H"
"1036653.tomas.brandt","Tomas BRANDT","05:12:38",2,"Sweden","SE",,"40-44","H"
"2188729.hugo.guyader","Hugo GUYADER","05:32:35",3,"France","FR",,"20-34","H"
"5530210.klas.jangsell","Klas JANGSELL","05:33:45",4,"Sweden","SE",,"20-34","H"
"4746874.johan.juntti","Johan JUNTTI","05:36:42",5,"Sweden","SE",,"35-39","H"
"5063277.alexander.hellberg","Alexander HELLBERG","05:42:48",6,"Sweden","SE",,"20-34","H"
"1620245.per.jamtelid","Per JÄMTELID","05:50:58",7,"Sweden","SE",,"55-59","H"
"4691400.jonatan.rosenberg","Jonatan ROSENBERG","05:51:18",8,"Sweden","SE",,"35-39","H"
"5530212.freddie.ledberg","Freddie LEDBERG","05:54:19",9,"Sweden","SE",,"35-39","H"
"4746888.anna.dykhoffsternelius","Anna DYKHOFF STERNELIUS","05:54:21",10,"Sweden","SE",,"20-34","F"
"4747590.per.lindberg","Per LINDBERG","05:57:08",11,"Sweden","SE",,"45-49","H"
"5530214.patrick.saxe","Patrick SAXE","05:59:05",12,"Sweden","SE",,"40-44","H"
"4746968.james.rutland","James RUTLAND","05:59:18",13,"Sweden","SE",,"45-49","H"
"1652033.jenni.jalonen","Jenni JALONEN","06:01:19",14,"Sweden","SE",,"20-34","F"
"2292435.ulf.svensson","Ulf SVENSSON","06:11:19",15,"Sweden","SE",,"55-59","H"
"4746880.sofia.ljung","Sofia LJUNG","06:16:14",16,"Sweden","SE",,"35-39","F"
"4978968.danny.salo","Danny SALO","06:20:08",17,"Sweden","SE",,"45-49","H"
"3377519.ola.ekberg","Ola EKBERG","06:21:01",18,"Sweden","SE",,"50-54","H"
"4978976.steve.betner","Steve BETNÉR","06:22:32",19,"Sweden","SE",,"45-49","H"
"2271159.per.svensson","Per SVENSSON","06:26:07",20,"Sweden","SE",,"55-59","H"
"5530216.madeleine.wahlund","Madeleine WAHLUND","06:28:33",21,"Sweden","SE",,"20-34","F"
"5530218.luan.rexhepi","Luan REXHEPI","06:28:35",22,"Sweden","SE",,"20-34","H"
"5530220.andre.lembke","André LEMBKE","06:29:16",23,"Sweden","SE",,"45-49","H"
"4812754.jenny.eliasson","Jenny ELIASSON","06:32:08",24,"Sweden","SE",,"20-34","F"
"2519287.henrik.hildemar","Henrik HILDEMAR","06:34:23",25,"Sweden","SE",,"40-44","H"
"1135779.patrik.sondell","Patrik SONDELL","04:16:02",1,"Sweden","SE",,"40-44","H"
"2401373.joakim.larsson","Joakim LARSSON","04:44:50",2,"Sweden","SE",,"35-39","H"
"492342.simon.danielsson","Simon DANIELSSON","04:59:00",3,"Sweden","SE",,"40-44","H"
"1036211.anders.edh","Anders EDH","05:06:58",4,"Sweden","SE",,"45-49","H"
"5510280.roberth.melby","Roberth MELBY","05:13:15",5,"Sweden","SE",,"45-49","H"
"5510282.staffan.olsson","Staffan OLSSON","05:19:24",6,"Sweden","SE",,"40-44","H"
"5510284.mattias.skoglund","Mattias SKOGLUND","05:24:45",7,"Sweden","SE",,"40-44","H"
"696362.anders.bjork","Anders BJÖRK","05:26:01",8,"Sweden","SE",,"45-49","H"
"5510286.mattias.gungner","Mattias GUNGNER","05:27:34",9,"Sweden","SE",,"35-39","H"
"5510288.linus.wilen","Linus WILÉN","05:33:01",10,"Sweden","SE",,"20-34","H"
"3868483.andreas.ekstrom","Andreas EKSTRÖM","05:34:06",11,"Sweden","SE",,"20-34","H"
"5510290.mikko.makela","Mikko MÄKELÄ","05:35:12",12,"Sweden","SE",,"40-44","H"
"3951741.erik.kristiansson","Erik KRISTIANSSON","05:43:20",13,"Sweden","SE",,"20-34","H"
"5510292.patrik.karlsson","Patrik KARLSSON","05:47:48",14,"Sweden","SE",,"50-54","H"
"4379276.felicia.nolaker","Felicia NOLAKER","05:52:24",15,"Sweden","SE",,"20-34","F"
"5510296.kristofer.pantzar","Kristofer PANTZAR","05:56:18",16,"Sweden","SE",,"35-39","H"
"4692532.michael.gustafsson","Michael GUSTAFSSON","05:57:24",17,"Sweden","SE",,"55-59","H"
"2572703.omer.dzafo","Omer DZAFO","05:58:27",18,"Sweden","SE",,"50-54","H"
"5510298.jimmy.melby","Jimmy MELBY","06:02:23",19,"Sweden","SE",,"40-44","H"
"665497.peter.adolfsson","Peter ADOLFSSON","06:02:59",20,"Sweden","SE",,"55-59","H"
"4201888.stefan.bengtsson","Stefan BENGTSSON","06:08:35",21,"Sweden","SE",,"50-54","H"
"1036393.hans.edh","Hans EDH","06:12:58",22,"Sweden","SE",,"50-54","H"
"45131.rune.larsson","Rune LARSSON","06:20:21",23,"Sweden","SE",,"65-69","H"
"5409150.gustav.karlsson","Gustav KARLSSON","06:33:08",24,"Sweden","SE",,"35-39","H"
"5510300.stefan.persson","Stefan PERSSON","06:35:01",25,"Sweden","SE",,"55-59","H"
"4978420.markus.hagelberg","Markus HAGELBERG","16:20:00",1,"Sweden","SE",,"45-49","H"
"5526254.patrik.linder","Patrik LINDER","17:54:00",2,"Sweden","SE",,"20-34","H"
"4978426.christoffer.nygren","Christoffer NYGREN","17:58:00",3,"Sweden","SE",,"20-34","H"
"4011619.axel.salomonsson","Axel SALOMONSSON","18:44:00",4,"Sweden","SE",,"35-39","H"
"986679.anders.ahlgren","Anders AHLGREN","19:18:00",5,"Sweden","SE",,"60-64","H"
"723769.joakim.westerberg","Joakim WESTERBERG","21:55:00",6,"Sweden","SE",,"50-54","H"
"4742438.ekdahl.ida","Ekdahl IDA","22:55:00",7,"Sweden","SE",,"35-39","F"
"861321.tony.andersson","Tony ANDERSSON","23:18:00",8,"Sweden","SE",,"55-59","H"
"696345.line.kolbe","Line KOLBE",,,"Denmark","DK",,"45-49","F"
"2439841.jonas.eklof","Jonas EKLÖF",,,"Sweden","SE",,"45-49","H"
"5526258.joost.husen","Joost HUSEN",,,"Netherlands","NL",,"20-34","H"
"5526256.varun.kelkar","Varun KELKAR",,,"India","IN",,"20-34","H"
"1629105.ewa.wisniewska","Ewa WISNIEWSKA",,,"Sweden","SE",,"45-49","F"
"1629107.jaroslaw.wisniewski","Jaroslaw WISNIEWSKI",,,"Sweden","SE",,"50-54","H"
"4011621.stefan.burman","Stefan BURMAN",,,"Sweden","SE",,"35-39","H"
"4253326.cheekwong.sam","Chee Kwong SAM",,,"Malaysia","MY",,"50-54","H"
"3461335.erik.ahlrot","Erik AHLROT",,,"Sweden","SE",,"50-54","H"
"5340356.johan.eriksson","Johan ERIKSSON",,,"Sweden","SE",,"40-44","H"
"508804.mikael.thomasson","Mikael THOMASSON",,,"Sweden","SE",,"45-49","H"
"691387.johan.stallberg","Johan STÄLLBERG","08:23:52",1,"Sweden","SE",,"40-44","H"
"2257727.thomas.snabb","Thomas SNABB","09:03:09",2,"Sweden","SE",,"35-39","H"
"5530144.sebastian.weidenhielm-linden","Sebastian WEIDENHIELM LINDEN","09:37:31",3,"Sweden","SE",,"35-39","H"
"532627.torbjorn.wilson","Torbjörn WILSON","10:53:17",4,"Sweden","SE",,"45-49","H"
"5530146.erik.pettersson","Erik PETTERSSON","11:01:32",5,"Sweden","SE",,"45-49","H"
"533020.thomas.estrin","Thomas ESTRIN","11:09:03",6,"Sweden","SE",,"40-44","H"
"508669.jonas.hedlund","Jonas HEDLUND","11:42:08",7,"Sweden","SE",,"50-54","H"
"4692478.anna.westlund","Anna WESTLUND","11:45:56",8,"Sweden","SE",,"45-49","F"
"3249269.peter.dubergbanke","Peter DÜBERG BANKE","11:57:01",9,"Sweden","SE",,"35-39","H"
"3377535.magnus.hogfeldt","Magnus HÖGFELDT","11:58:37",10,"Sweden","SE",,"50-54","H"
"4379224.martin.raczgranath","Martin RACZ GRANATH","12:02:27",11,"Sweden","SE",,"35-39","H"
"5119430.jesper.svenungsson","Jesper SVENUNGSSON","12:07:55",12,"Sweden","SE",,"35-39","H"
"532825.magnus.seger","Magnus SEGER","12:14:33",13,"Sweden","SE",,"55-59","H"
"5059007.mikael.axbom","Mikael AXBOM","12:24:49",14,"Sweden","SE",,"40-44","H"
"4372016.edvin.simmingskold","Edvin SIMMINGSKÖLD","12:43:29",15,"Sweden","SE",,"45-49","H"
"3995974.amanda.rosendahl","Amanda ROSENDAHL","12:51:45",16,"Sweden","SE",,"20-34","F"
"3461381.helene.pratt","Helene PRATT","13:11:08",17,"Sweden","SE",,"50-54","F"
"5530148.ola.stadig","Ola STADIG","13:15:13",18,"Sweden","SE",,"45-49","H"
"3404473.andreas.tunemar","Andreas TUNEMAR","13:22:23",19,"Sweden","SE",,"40-44","H"
"3995984.mikael.malmgren","Mikael MALMGREN","13:34:18",20,"Sweden","SE",,"45-49","H"
"1976351.james.pratt","James PRATT","13:34:53",21,"Sweden","SE",,"50-54","H"
"5530150.walter.paridaans","Walter PARIDAANS","13:36:47",22,"Netherlands","NL",,"20-34","H"
"5530152.oskar.lechner","Oskar LECHNER","13:43:11",23,"Sweden","SE",,"20-34","H"
"508751.valdemar.nord","Valdemar NORD","13:44:16",24,"Sweden","SE",,"45-49","H"
"5530154.svenchristianrask.leth","Sven-Christian Rask LETH","13:48:25",25,"Denmark","DK",,"20-34","H"
"5510272.arwed.meinert","Arwed MEINERT","11:15:18",1,"Germany","DE",,"20-34","H"
"4200822.ludvig.eriksson","Ludvig ERIKSSON","11:59:38",2,"Sweden","SE",,"20-34","H"
"574178.erik.olsson","Erik OLSSON","12:02:50",3,"Sweden","SE",,"40-44","H"
"4681492.madeleine.lundell","Madeleine LUNDELL","12:02:51",4,"Sweden","SE",,"35-39","F"
"1843285.niklas.jonsson","Niklas JÖNSSON","13:15:37",5,"Sweden","SE",,"35-39","H"
"4681766.andreas.veje","Andreas VEJE","14:28:26",6,"Sweden","SE",,"45-49","H"
"1355779.joe.walfridson","Joe WALFRIDSON","14:28:40",7,"Sweden","SE",,"45-49","H"
"3396687.daniel.yarnold","Daniel YARNOLD","14:46:48",8,"Sweden","SE",,"35-39","H"
"4238862.mathias.eichelkraut","Mathias EICHELKRAUT","14:55:46",9,"Sweden","SE",,"35-39","H"
"5510276.axel.halvarsson","Axel HALVARSSON","15:35:51",10,"Sweden","SE",,"20-34","H"
"4681150.christian.forsberg","Christian FORSBERG","15:56:39",11,"Sweden","SE",,"40-44","H"
"5075993.alexander.dickson","Alexander DICKSON","16:04:34",12,"Sweden","SE",,"20-34","H"
"413371.dominik.markert","Dominik MARKERT","16:55:07",13,"Germany","DE",,"40-44","H"
"3055975.yu.hu","Yu HU","17:14:00",14,"China","CN",,"20-34","F"
"533121.sofia.kay","Sofia KAY","19:07:50",15,"Sweden","SE",,"45-49","F"
"3184529.johan.sarnbratt","Johan SÄRNBRATT","19:36:14",16,"Sweden","SE",,"20-34","H"
"5510278.tobias.jarvdalen","Tobias JÄRVDALEN","19:36:17",17,"Sweden","SE",,"45-49","H"
"4681558.anton.sundfalt","Anton SUNDFÄLT",,,"Sweden","SE",,"20-34","H"
"4621934.robert.frodin","Robert FRÖDIN",,,"Sweden","SE",,"40-44","H"
"2346895.axel.svardhagen","Axel SVÄRDHAGEN","04:52:48",1,"Sweden","SE",,"20-34","H"
"1514339.carljohan.sorman","Carl Johan SORMAN","05:09:40",2,"Sweden","SE",,"45-49","H"
"4812750.alfons.enell","Alfons ENELL","05:24:06",3,"Sweden","SE",,"U20","H"
"4812758.david.kasselstrand","David KASSELSTRAND","05:32:41",4,"Sweden","SE",,"40-44","H"
"4812766.henric.froberg","Henric FRÖBERG","05:47:01",5,"Sweden","SE",,"35-39","H"
"2111073.pontus.wallin","Pontus WALLIN","05:47:01",6,"Sweden","SE",,"20-34","H"
"2188729.hugo.guyader","Hugo GUYADER","05:57:54",7,"France","FR",,"20-34","H"
"4681534.can.karakoyun","Can KARAKOYUN","06:09:36",8,"Sweden","SE",,"20-34","H"
"5889188.leonard.segertoft","Leonard SEGERTOFT","06:26:11",9,"Sweden","SE",,"U20","H"
"5889190.klara.isaksson","Klara ISAKSSON","06:27:04",10,"Sweden","SE",,"35-39","F"
"4727734.gustav.pettersson","Gustav PETTERSSON","06:37:29",11,"Sweden","SE",,"35-39","H"
"4812774.ilona.schouten","Ilona SCHOUTEN","06:46:40",12,"Sweden","SE",,"40-44","F"
"3816125.niclas.kullgard","Niclas KULLGARD","06:47:47",13,"Sweden","SE",,"50-54","H"
"2292411.magnus.anundsson","Magnus ANUNDSSON","06:49:21",14,"Sweden","SE",,"40-44","H"
"4002879.anna.kasselstrand","Anna KASSELSTRAND","06:52:17",15,"Sweden","SE",,"20-34","F"
"4812772.jan.wester","Jan WESTER","07:08:09",16,"Sweden","SE",,"45-49","H"
"5889192.ola.petrsson","Ola PETRSSON","07:08:45",17,"Sweden","SE",,"45-49","H"
"5889194.marcus.polep","Marcus POLEP","07:12:39",18,"Sweden","SE",,"20-34","H"
"5530200.emil.dahllof","Emil DAHLLÖF","07:15:14",19,"Sweden","SE",,"20-34","H"
"4692512.david.axenborg","David AXENBORG","07:20:43",20,"Sweden","SE",,"45-49","H"
"696435.stefan.holm","Stefan HOLM","07:20:43",21,"Sweden","SE",,"50-54","H"
"5889196.johan.lilieqvist","Johan LILIEQVIST","07:21:51",22,"Sweden","SE",,"50-54","H"
"5889198.anton.wiberg","Anton WIBERG","07:25:55",23,"Sweden","SE",,"20-34","H"
"5889200.joel.kallkarlsson","Joel KÄLL-KARLSSON","07:25:56",24,"Sweden","SE",,"20-34","H"
"5889202.erik.aspeqvist","Erik ASPEQVIST","07:35:29",25,"Sweden","SE",,"40-44","H"
"1634375.stefan.ehrin","Stefan EHRIN","03:47:00",1,"Sweden","SE",,"35-39","H"
"5340324.gustav.arvidsson","Gustav ARVIDSSON","03:49:09",2,"Sweden","SE",,"40-44","H"
"3342247.patrik.sodergren","Patrik SODERGREN","03:59:52",3,"Sweden","SE",,"40-44","H"
"5591494.danieljohan.eklund","Daniel Johan EKLUND","04:07:10",4,"Sweden","SE",,"40-44","H"
"5591496.bjorn.franzen","Björn FRANZÉN","04:13:38",5,"Sweden","SE",,"40-44","H"
"4681506.charles.thull","Charles THULL","04:14:21",6,"Luxembourg","LU",,"20-34","H"
"5313214.andreas.bojesen","Andreas BOJESEN","04:16:15",7,"Denmark","DK",,"20-34","H"
"2111069.zara.lundgren","Zara LUNDGREN","04:24:28",8,"Sweden","SE",,"35-39","F"
"5029580.micael.ylander","Micael YLANDER","04:25:52",9,"Sweden","SE",,"45-49","H"
"533020.thomas.estrin","Thomas ESTRIN","04:27:32",10,"Sweden","SE",,"40-44","H"
"4158716.frederik.wulff","Frederik WULFF","04:28:59",11,"Denmark","DK",,"20-34","H"
"5313186.magnus.litsen","Magnus LITSEN","04:31:21",12,"Sweden","SE",,"55-59","H"
"5029582.christian.zachrisson","Christian ZACHRISSON","04:33:24",13,"Sweden","SE",,"35-39","H"
"3324601.mikael.furu","Mikael FURU","04:34:18",14,"Sweden","SE",,"35-39","H"
"5591498.richard.lowenborg","Richard LÖWENBORG","04:35:20",15,"Sweden","SE",,"45-49","H"
"4373588.johan.rosengren","Johan ROSENGREN","04:41:43",16,"Sweden","SE",,"50-54","H"
"5591500.daniel.sjolander","Daniel SJÖLANDER","04:42:08",17,"Sweden","SE",,"45-49","H"
"5591502.filip.ainouz","Filip AINOUZ","04:42:21",18,"Sweden","SE",,"35-39","H"
"5591504.louise.stuxgren","Louise STUXGREN","04:44:02",19,"Sweden","SE",,"35-39","F"
"1620245.per.jamtelid","Per JÄMTELID","04:49:18",20,"Sweden","SE",,"55-59","H"
"2346857.henrik.nordin","Henrik NORDIN","04:49:37",21,"Sweden","SE",,"50-54","H"
"5591506.gustav.jemtgardell","Gustav JEMT GARDELL","04:54:16",22,"Sweden","SE",,"20-34","H"
"5591508.patrik.wickstrom","Patrik WICKSTRÖM","04:55:17",23,"Sweden","SE",,"35-39","H"
"4201789.stefan.norlin","Stefan NORLIN","04:57:35",24,"Sweden","SE",,"50-54","H"
"5591510.charlotta.utbult","Charlotta UTBULT","04:58:50",25,"Sweden","SE",,"20-34","F"
"1843273.jakob.aberg","Jakob ÅBERG (Jakob ABERG)","14:59:04",1,"Sweden","SE",,"20-34","H"
"758585.alexandre.boucheix","Alexandre BOUCHEIX","15:34:43",2,"France","FR",,"20-34","H"
"2257665.william.englund","William ENGLUND","16:01:03",3,"Sweden","SE",,"20-34","H"
"1390725.juuso.simpanen","Juuso SIMPANEN","16:28:15",4,"Finland","FI",,"20-34","H"
"1762313.marijn.sinkeldam","Marijn SINKELDAM","16:59:34",5,"Netherlands","NL",,"20-34","H"
"689972.viktor.stenqvist","Viktor STENQVIST","17:00:55",6,"Sweden","SE",,"35-39","H"
"1180655.felix.bufkens","Felix BUFKENS","17:24:49",7,"Belgium","BE",,"20-34","H"
"3421721.johanna.antila","Johanna ANTILA","17:39:29",8,"Finland","FI",,"40-44","F"
"4812750.alfons.enell","Alfons ENELL","18:17:35",9,"Sweden","SE",,"U20","H"
"45977.dominik.erne","Dominik ERNE","18:22:39",10,"Switzerland","CH",,"40-44","H"
"4301448.oscar.isaksson","Oscar ISAKSSON","18:26:24",11,"Sweden","SE",,"20-34","H"
"3096755.jonas.resare","Jonas RESARE","18:50:14",12,"Sweden","SE",,"50-54","H"
"2257829.kennie.pussinen","Kennie PUSSINEN","18:50:15",13,"Sweden","SE",,"35-39","H"
"1036653.tomas.brandt","Tomas BRANDT","18:52:41",14,"Sweden","SE",,"40-44","H"
"4135487.emelie.eklof","Emelie EKLÖF","18:58:04",15,"Sweden","SE",,"40-44","F"
"3435015.simon.widmann","Simon WIDMANN","19:02:58",16,"Canada","CA",,"20-34","H"
"665723.johanna.bygdell","Johanna BYGDELL","19:13:13",17,"Sweden","SE",,"40-44","F"
