"runnerUri","fullname","time","rank","nationality","nationalityCode","index","ageGroup","gender"
"4301451.andreas.truskog","Andréas TRUSKOG","19:13:57",18,"Sweden","SE",,"35-39","H"
"858772.kaupo.tiislar","Kaupo TIISLÄR","19:16:58",19,"Estonia","EE",,"40-44","H"
"986669.antonio.navarro","Antonio NAVARRO","19:17:30",20,"Sweden","SE",,"50-54","H"
"1110351.erik.jonsson","Erik JONSSON","19:20:09",21,"Sweden","SE",,"40-44","H"
"4195046.marten.vann","Mårten VÄNN","19:20:09",21,"Sweden","SE",,"20-34","H"
"3976348.hanna.aho","Hanna AHO","19:22:16",23,"Sweden","SE",,"20-34","F"
"4131603.annesofie.pollestad","Anne-Sofie POLLESTAD","19:23:17",24,"Norway","NO",,"35-39","F"
"2519221.charlie.bergstrom","Charlie BERGSTRÖM","19:34:36",25,"Sweden","SE",,"20-34","H"
"991233.stian.dahlsommerseth","Stian DAHL SOMMERSETH","03:51:31",1,"Norway","NO",,"20-34","H"
"638210.andreu.simonaymerich","Andreu SIMON AYMERICH","03:52:47",2,"Spain","ES",,"20-34","H"
"2356577.james.tilley","James TILLEY","03:53:01",3,"United Kingdom","GB",,"35-39","H"
"1718973.jonas.hesthaug","Jonas HESTHAUG","03:53:27",4,"Norway","NO",,"20-34","H"
"2330407.manuel.innerhofer","Manuel INNERHOFER","03:56:22",5,"Austria","AT",,"20-34","H"
"5535759.anung.viken","Änung VIKEN (Anung VIKEN)","03:57:01",6,"Norway","NO",,"20-34","H"
"4292391.sindre.buraas","Sindre BURAAS","03:59:27",7,"Norway","NO",,"20-34","H"
"656571.yngvild.kaspersen","Yngvild KASPERSEN","03:59:31",8,"Norway","NO",,"20-34","F"
"2040419.denis.trillet","Denis TRILLET","04:00:30",9,"Belgium","BE",,"20-34","H"
"696352.joacim.lantz","Joacim LANTZ","04:02:31",10,"Sweden","SE",,"20-34","H"
"696405.andreas.lundegard","Andreas LUNDEGARD","04:02:45",11,"Sweden","SE",,"35-39","H"
"3513757.tuomas.kari","Tuomas KARI","04:05:25",12,"Finland","FI",,"40-44","H"
"709785.anthony.felber","Anthony FELBER","04:09:16",13,"France","FR",,"20-34","H"
"3337007.judith.wyder","Judith WYDER","04:09:38",14,"Switzerland","CH",,"35-39","F"
"1751923.abel.carretero","Abel CARRETERO","04:13:42",15,"Spain","ES",,"20-34","H"
"3450111.hanspeter.innerhofer","Hans-Peter INNERHOFER","04:14:13",16,"Austria","AT",,"20-34","H"
"504355.johannes.tegner","Johannes TEGNER","04:20:21",17,"Sweden","SE",,"35-39","H"
"4671760.idaamelie.robsahm","Ida Amelie ROBSAHM","04:22:05",18,"Norway","NO",,"20-34","F"
"150837.arturs.vadzis","Artūrs VADZIS","04:25:28",19,"Latvia","LV",,"20-34","H"
"4374552.edgars.daugulis","Edgars DAUGULIS","04:26:38",20,"Latvia","LV",,"20-34","H"
"109970.marten.bostrom","Mårten BOSTROM","04:31:23",21,"Finland","FI",,"40-44","H"
"2307549.johannes.ridefelt","Johannes RIDEFELT","04:32:44",22,"Sweden","SE",,"20-34","H"
"394035.janis.kums","Janis KUMS","04:35:50",23,"Latvia","LV",,"35-39","H"
"5585821.karina.maier","Karina MAIER","04:37:07",24,"Germany","DE",,"35-39","F"
"4483356.mattia.reggidori","Mattia REGGIDORI","04:41:01",25,"Italy","IT",,"20-34","H"
"551623.magnus.rabe","Magnus RABE","07:27:24",1,"Sweden","SE",,"40-44","H"
"831586.dennis.kallerteg","Dennis KALLERTEG","08:04:35",2,"Sweden","SE",,"20-34","H"
"2457295.johan.olsson","Johan OLSSON","08:14:34",3,"Sweden","SE",,"35-39","H"
"5061757.simon.osterlinlamont","Simon OSTERLIN LA MONT","09:14:46",4,"Sweden","SE",,"40-44","H"
"4863498.melker.olofsson","Melker OLOFSSON","09:30:51",5,"Sweden","SE",,"20-34","H"
"2272121.jonas.enger","Jonas ENGER","09:38:09",6,"Sweden","SE",,"55-59","H"
"5479014.oscar.larsson","Oscar LARSSON","09:53:52",7,"Sweden","SE",,"35-39","H"
"2482197.roger.varvik","Roger VÅRVIK","09:54:33",8,"Norway","NO",,"50-54","H"
"495117.karljohan.bryngelsson","Karl-Johan BRYNGELSSON","10:04:02",9,"Sweden","SE",,"35-39","H"
"1633991.evelina.jarvinen","Evelina JÄRVINEN","10:31:38",10,"Sweden","SE",,"20-34","F"
"4434230.randi.aalgaard","Randi AALGAARD","10:43:57",11,"Norway","NO",,"40-44","F"
"4812776.olle.noras","Olle NORÅS","10:58:11",12,"Sweden","SE",,"40-44","H"
"626443.sasinka.aramis","Aramis SASINKA (Sasinka ARAMIS)","10:58:40",13,"Sweden","SE",,"50-54","H"
"1016661.anton.hubner","Anton HUBNER","11:00:51",14,"Sweden","SE",,"40-44","H"
"3328081.hana.dobsicektrefna","Hana DOBSICEK TREFNA","11:00:53",15,"Sweden","SE",,"40-44","F"
"5711014.jonas.hakansson","Jonas HÅKANSSON","11:17:58",16,"Sweden","SE",,"20-34","H"
"5711016.hugo.gejervall","Hugo GEJERVALL","11:18:44",17,"Sweden","SE",,"20-34","H"
"5711018.jacob.enblom","Jacob ENBLOM","11:25:05",18,"Sweden","SE",,"20-34","H"
"3606191.charlie.gaut","Charlie GAUT","11:30:38",19,"Sweden","SE",,"20-34","H"
"5711020.axel.deighan","Axel DEIGHAN","11:30:56",20,"Sweden","SE",,"20-34","H"
"1356605.charlotte.rubberdt","Charlotte RÜBBERDT","11:31:48",21,"Norway","NO",,"45-49","F"
"2272209.jennie.stahre","Jennie STAHRE","11:32:04",22,"Sweden","SE",,"40-44","F"
"5711022.chiara.ceccobello","Chiara CECCOBELLO","11:36:34",23,"Italy","IT",,"35-39","F"
"2457301.jan.wikstrom","Jan WIKSTRÖM","11:50:11",24,"Sweden","SE",,"45-49","H"
"5408676.mattias.johansson","Mattias JOHANSSON","11:50:55",25,"Sweden","SE",,"20-34","H"
"3189633.juliusz-.stromberg","Julius Z. STRÖMBERG","03:01:16",1,"Sweden","SE",,"20-34","H"
"532520.henrik.ingstad","Henrik INGSTAD","03:22:59",2,"Norway","NO",,"20-34","H"
"5711040.martin.isenwald","Martin ISENWALD","03:36:05",3,"Sweden","SE",,"35-39","H"
"1110367.johan.broden","Johan BRODÉN","03:39:45",4,"Sweden","SE",,"40-44","H"
"1136003.fredrik.reis","Fredrik REIS","03:42:08",5,"Sweden","SE",,"50-54","H"
"858934.marko.panic","Marko PANIC","03:44:16",6,"Bosnia and Herzegovina","BA",,"20-34","H"
"4227669.petra.klevmar","Petra KLEVMAR","03:44:21",7,"Sweden","SE",,"55-59","F"
"2291877.lukas.andersson","Lukas ANDERSSON","03:47:59",8,"Sweden","SE",,"20-34","H"
"1242815.ulf.johansson","Ulf JOHANSSON","03:48:22",9,"Sweden","SE",,"45-49","H"
"267354.branislav.pavic","Branislav PAVIC","03:54:33",10,"Sweden","SE",,"40-44","H"
"5711042.anders.fogelberg","Anders FOGELBERG","03:54:57",11,"Sweden","SE",,"40-44","H"
"3934405.viktor.karlsson","Viktor KARLSSON","03:57:22",12,"Sweden","SE",,"20-34","H"
"3995965.andreas.jakobsson","Andreas JAKOBSSON","03:57:33",13,"Sweden","SE",,"40-44","H"
"5711044.olle.kirchmeier","Olle KIRCHMEIER","03:58:02",14,"Sweden","SE",,"20-34","H"
"1858401.christofer.aslund","Christofer ÅSLUND (Christofer ASLUND)","04:01:50",15,"Sweden","SE",,"45-49","H"
"3609435.filip.andersson","Filip ANDERSSON","04:06:42",16,"Sweden","SE",,"20-34","H"
"4253083.jonas.emanuelsson","Jonas EMANUELSSON","04:06:51",17,"Sweden","SE",,"50-54","H"
"267361.milan.stupar","Milan STUPAR","04:07:55",18,"Bosnia and Herzegovina","BA",,"20-34","H"
"5711046.anton.wilson","Anton WILSON","04:10:16",19,"Sweden","SE",,"40-44","H"
"4445130.jimmy.voxek","Jimmy VOXEK","04:10:20",20,"Sweden","SE",,"45-49","H"
"495042.bjorn.johannesson","Björn JOHANNESSON","04:13:37",21,"Sweden","SE",,"40-44","H"
"2251023.fredrik.sundberg","Fredrik SUNDBERG","04:14:04",22,"Sweden","SE",,"45-49","H"
"563009.jim.lee","Jim LEE","04:14:22",23,"United Kingdom","GB",,"40-44","H"
"4863524.viktor.johansson","Viktor JOHANSSON","04:14:29",24,"Sweden","SE",,"20-34","H"
"1243089.melker.lindstrom","Melker LINDSTRÖM","04:14:41",25,"Sweden","SE",,"50-54","H"
"508777.anders.noren","Anders NOREN","47:46:04",1,"Sweden","SE",,"50-54","H"
"4129091.johan.nordin","Johan NORDIN","07:59:02",1,"Sweden","SE",,"35-39","H"
"5847380.bjorn.tikkanen","Björn TIKKANEN","08:53:12",2,"Sweden","SE",,"45-49","H"
"4129092.martin.bergman","Martin BERGMAN","09:47:14",3,"Sweden","SE",,"35-39","H"
"1658643.ola.petersson","Ola PETERSSON","10:22:34",4,"Sweden","SE",,"45-49","H"
"665770.jesper.flink","Jesper FLINK","10:40:12",5,"Sweden","SE",,"50-54","H"
"3852833.stefan.sager","Stefan SAGER","11:17:07",6,"Sweden","SE",,"45-49","H"
"4381142.carina.gustavsson","Carina GUSTAVSSON","11:18:10",7,"Sweden","SE",,"40-44","F"
"5063281.amanda.brunosson","Amanda BRUNOSSON","11:29:23",8,"Sweden","SE",,"35-39","F"
"4812834.anders.nord","Anders NORD","12:04:10",9,"Sweden","SE",,"35-39","H"
"5507383.chris.henriksson","Chris HENRIKSSON",,,"Sweden","SE",,"35-39","H"
"5847390.kenneth.hagstrom","Kenneth HAGSTRÖM",,,"Sweden","SE",,"65-69","H"
"4487760.sara.lundberg","Sara LUNDBERG",,,"Sweden","SE",,"45-49","F"
"5847388.andre.holster","André HOLSTER",,,"Sweden","SE",,"60-64","H"
"5847386.kristoffer.ivarsson","Kristoffer IVARSSON",,,"Sweden","SE",,"20-34","H"
"1858317.tomas.karlsson","Tomas KARLSSON",,,"Sweden","SE",,"50-54","H"
"5847384.eric.petersson","Eric PETERSSON",,,"Sweden","SE",,"35-39","H"
"5847382.ida.nordin","Ida NORDIN",,,"Sweden","SE",,"35-39","F"
"4773551.alexander.sandberg","Alexander SANDBERG",,,"Sweden","SE",,"40-44","H"
"4173021.thommie.forsberg","Thommie FORSBERG",,,"Sweden","SE",,"35-39","H"
"936171.celine.pacesoler","Celine PACE-SOLER",,,"Sweden","SE",,"50-54","F"
"1960357.christoffer.zachrisson","Christoffer ZACHRISSON","05:36:10",1,"Sweden","SE",,"40-44","H"
"1559861.matteo.rossi","Matteo ROSSI","05:39:29",2,"Italy","IT",,"45-49","H"
"1960467.daniel.ejlertsson","Daniel EJLERTSSON","05:42:08",3,"Sweden","SE",,"50-54","H"
"2986791.christopher.andersson","Christopher ANDERSSON","06:10:28",4,"Sweden","SE",,"40-44","H"
"3985971.christoffer.larsson","Christoffer LARSSON","06:29:39",5,"Sweden","SE",,"40-44","H"
"4379206.tapani.kela","Tapani KELA","06:30:59",6,"Sweden","SE",,"45-49","H"
"4416486.michael.gullander","Michael GULLANDER","07:05:24",7,"Sweden","SE",,"45-49","H"
"1209617.niels.holm","Niels HOLM","07:06:54",8,"Denmark","DK",,"50-54","H"
"4550006.miguel.garciakilian","Miguel GARCIA KILIAN","07:29:15",9,"Germany","DE",,"20-34","H"
"321204.linda.bengtsson","Linda BENGTSSON","07:29:42",10,"Sweden","SE",,"35-39","F"
"5742145.troels.yndigegn","Troels YNDIGEGN","07:58:09",11,"Denmark","DK",,"40-44","H"
"4379270.mats.nygren","Mats NYGREN","08:36:45",12,"Sweden","SE",,"40-44","H"
"5919148.daniella.bali","Daniella BALI",,,"Sweden","SE",,"35-39","F"
"2257665.william.englund","William ENGLUND","04:39:52",1,"Sweden","SE",,"20-34","H"
"508271.joakim.johansson","Joakim JOHANSSON","05:13:41",2,"Sweden","SE",,"35-39","H"
"3378517.per.bodinhansen","Per BODIN HANSEN","05:39:47",3,"Sweden","SE",,"35-39","H"
"508252.jan.svardhagen","Jan SVARDHAGEN","06:04:17",4,"Sweden","SE",,"55-59","H"
"4812780.wouter.gardeyn","Wouter GARDEYN","06:04:49",5,"Belgium","BE",,"45-49","H"
"4487736.caroline.bylin","Caroline BYLIN","06:05:13",6,"Sweden","SE",,"20-34","F"
"1110655.yann.hellman","Yann HELLMAN","06:14:40",7,"Sweden","SE",,"35-39","F"
"4201738.martin.salomonsson","Martin SALOMONSSON","06:26:36",8,"Sweden","SE",,"35-39","H"
"692156.kajsa.kolmskog","Kajsa KOLMSKOG","06:26:59",9,"Sweden","SE",,"40-44","F"
"4201786.patrik.jonasson","Patrik JONASSON","06:45:13",10,"Sweden","SE",,"45-49","H"
"1087843.daniel.granstrom","Daniel GRANSTRÖM","06:45:40",11,"Sweden","SE",,"45-49","H"
"4195076.daniel.bergmark","Daniel BERGMARK","06:50:44",12,"Sweden","SE",,"45-49","H"
"6152538.kristine.akerlund","Kristine ÅKERLUND (Kristine AKERLUND)","07:30:38",13,"Sweden","SE",,"45-49","F"
"692111.kalman.vanky","Kalman VANKY","08:07:59",14,"Sweden","SE",,"60-64","H"
"6152540.staffan.persson","Staffan PERSSON","08:27:37",15,"Sweden","SE",,"20-34","H"
"665770.jesper.flink","Jesper FLINK","26:17:04",1,"Sweden","SE",,"50-54","H"
"4191884.anna.grahn","Anna GRAHN","27:49:40",2,"Sweden","SE",,"45-49","F"
"4499272.helle.klitgaard","Helle KLITGAARD","29:56:22",3,"Denmark","DK",,"60-64","F"
"5100446.benjamin.strom","Benjamin STRØM",,,"Norway","NO",,"20-34","H"
"5029380.andreas.stjerna","Andreas STJERNA",,,"Sweden","SE",,"35-39","H"
"6009734.niklas.jonsson","Niklas JONSSON",,,"Sweden","SE",,"35-39","H"
"4569096.jonas.ehnroth","Jonas EHNROTH",,,"Sweden","SE",,"20-34","H"
"4373606.tor.sundberg","Tor SUNDBERG",,,"Sweden","SE",,"55-59","H"
"4238886.krister.carlens","Krister CARLENS",,,"Sweden","SE",,"40-44","H"
"4221847.madeleine.lindkvist","Madeleine LINDKVIST",,,"Sweden","SE",,"50-54","F"
"662216.madeleine.johansson","Madeleine JOHANSSON",,,"Sweden","SE",,"50-54","F"
"5313170.anton.gustafsson","Anton GUSTAFSSON","05:38:37",1,"Sweden","SE",,"20-34","H"
"360912.johan.lantz","Johan LANTZ","05:48:42",2,"Sweden","SE",,"35-39","H"
"696352.joacim.lantz","Joacim LANTZ","05:53:22",3,"Sweden","SE",,"20-34","H"
"1036611.erik.anfaelt","Erik ANFAELT","06:00:24",4,"Sweden","SE",,"45-49","H"
"691387.johan.stallberg","Johan STÄLLBERG","06:04:20",5,"Sweden","SE",,"40-44","H"
"4823314.hugo.dahlberg","Hugo DAHLBERG","06:15:49",6,"Sweden","SE",,"20-34","H"
"29593.fritjof.fagerlund","Fritjof FAGERLUND","06:16:48",7,"Sweden","SE",,"50-54","H"
"3660595.daniel.branholm","Daniel BRANHOLM","06:25:14",8,"Sweden","SE",,"35-39","H"
"5439868.jakob.andersson","Jakob ANDERSSON","07:01:36",9,"Sweden","SE",,"20-34","H"
"5530144.sebastian.weidenhielm-linden","Sebastian WEIDENHIELM LINDEN","07:06:04",10,"Sweden","SE",,"35-39","H"
"4583132.eevi.bengs","Eevi BENGS","07:07:41",11,"Finland","FI",,"20-34","F"
"6006850.dagny.dagnybengs","Dagny DAGNY BENGS","07:11:37",12,"Finland","FI",,"20-34","F"
"1630619.maria.saxvall","Maria SAXVALL","07:12:57",13,"Sweden","SE",,"40-44","F"
"4227669.petra.klevmar","Petra KLEVMAR","07:17:05",14,"Sweden","SE",,"55-59","F"
"2111069.zara.lundgren","Zara LUNDGREN","07:20:05",15,"Sweden","SE",,"35-39","F"
"3342247.patrik.sodergren","Patrik SODERGREN","07:20:06",16,"Sweden","SE",,"40-44","H"
"1036675.anna.stahlkloo","Anna STÅHLKLOO","07:23:14",17,"Sweden","SE",,"45-49","F"
"5591498.richard.lowenborg","Richard LÖWENBORG","07:24:14",18,"Sweden","SE",,"45-49","H"
"574228.tomas.amneskog","Tomas AMNESKOG","07:26:05",19,"Sweden","SE",,"50-54","H"
"4195051.jon.brunk","Jon BRUNK","07:47:45",20,"Sweden","SE",,"45-49","H"
"5029580.micael.ylander","Micael YLANDER","07:49:47",21,"Sweden","SE",,"45-49","H"
"1619705.mattias.svensson","Mattias SVENSSON","07:50:09",22,"Sweden","SE",,"50-54","H"
"604079.alexis.warmlander","Alexis WÄRMLÄNDER","07:58:55",23,"Sweden","SE",,"50-54","H"
"5815033.roland.ljungh","Roland LJUNGH","07:59:58",24,"Sweden","SE",,"45-49","H"
"4373588.johan.rosengren","Johan ROSENGREN","08:00:21",25,"Sweden","SE",,"50-54","H"
"5313170.anton.gustafsson","Anton GUSTAFSSON","04:13:44",1,"Sweden","SE",,"20-34","H"
"504355.johannes.tegner","Johannes TEGNER","04:33:51",2,"Sweden","SE",,"35-39","H"
"1243141.christian.malmstrom","Christian MALMSTROM","04:48:52",3,"Sweden","SE",,"40-44","H"
"4301440.bill.oster","Bill ÖSTER (Bill OSTER)","04:53:13",4,"Sweden","SE",,"20-34","H"
"5100412.lars.ekman","Lars EKMAN","04:57:33",5,"Sweden","SE",,"40-44","H"
"5100428.lukas.lindman","Lukas LINDMAN","05:09:54",6,"Sweden","SE",,"20-34","H"
"1189927.emil.christensen","Emil CHRISTENSEN","05:12:40",7,"Denmark","DK",,"20-34","H"
"676169.johan.vallonchristersson","Johan VALLON-CHRISTERSSON","05:13:36",8,"Sweden","SE",,"50-54","H"
"1655695.anton.lindholm","Anton LINDHOLM","05:17:10",9,"Sweden","SE",,"40-44","H"
"2439805.niklas.yjord","Niklas YJORD","05:22:36",10,"Sweden","SE",,"45-49","H"
"1960357.christoffer.zachrisson","Christoffer ZACHRISSON","05:28:39",11,"Sweden","SE",,"40-44","H"
"4253069.robert.svensson","Robert SVENSSON","05:29:18",12,"Sweden","SE",,"40-44","H"
"4379208.matilda.gend","Matilda GEND","05:34:18",13,"Sweden","SE",,"35-39","F"
"4135487.emelie.eklof","Emelie EKLÖF","05:37:34",14,"Sweden","SE",,"40-44","F"
"1960317.hakan.sandberg","Håkan SANDBERG","05:37:51",15,"Sweden","SE",,"45-49","H"
"4193494.jonas.englund","Jonas ENGLUND","05:40:54",16,"Sweden","SE",,"40-44","H"
"1960329.henrik.molin","Henrik MOLIN","05:43:00",17,"Sweden","SE",,"35-39","H"
"1960399.kristoffer.eneman","Kristoffer ENEMAN","05:43:32",18,"Sweden","SE",,"40-44","H"
"1858401.christofer.aslund","Christofer ÅSLUND (Christofer ASLUND)","05:43:32",19,"Sweden","SE",,"45-49","H"
"3394629.bjorn.wallberg","Bjorn WALLBERG","05:45:46",20,"Sweden","SE",,"40-44","H"
"6043530.dermot.fitzpatrick","Dermot FITZPATRICK","05:46:14",21,"Sweden","SE",,"45-49","H"
"1355891.jens.persson","Jens PERSSON","05:46:54",22,"Sweden","SE",,"50-54","H"
"4253157.helena.gautam","Helena GAUTAM","05:47:39",23,"Sweden","SE",,"45-49","F"
"4863500.michel.ygdell","Michel YGDELL","05:52:45",24,"Sweden","SE",,"35-39","H"
"662036.sune.soelberg","Sune SOELBERG","05:53:20",25,"Sweden","SE",,"45-49","H"
"665445.marcus.ekenstierna","Marcus EKENSTIERNA","06:04:52",1,"Sweden","SE",,"40-44","H"
"508259.kenneth.lofman","Kenneth LOFMAN","06:56:11",2,"Sweden","SE",,"45-49","H"
"4834256.rune.kvam","Rune KVAM","07:24:53",3,"Norway","NO",,"55-59","H"
"587245.niclas.gallentoft","Niclas GÄLLENTOFT","07:59:55",4,"Sweden","SE",,"50-54","H"
"6152574.joakim.stawiarskimelander","Joakim STAWIARSKI MELANDER","08:39:57",5,"Poland","PL",,"40-44","H"
"6152576.preben.eriksson","Preben ERIKSSON","08:53:05",6,"Denmark","DK",,"40-44","H"
"861665.jens.carlstrom","Jens CARLSTRÖM","10:38:17",7,"Sweden","SE",,"40-44","H"
"4238902.lovisa.hard","Lovisa HÅRD","11:15:38",8,"Sweden","SE",,"40-44","F"
"2412617.clarens.olsson","Clarens OLSSON","21:55:38",1,"Sweden","SE",,"45-49","H"
"691416.oscar.askerlund","Oscar ASKERLUND","23:45:49",2,"Sweden","SE",,"35-39","H"
"508271.joakim.johansson","Joakim JOHANSSON","24:16:40",3,"Sweden","SE",,"35-39","H"
"1996521.elin.ohman","Elin ÖHMAN (Elin OHMAN)","24:36:40",4,"Sweden","SE",,"20-34","F"
"5439870.joel.andersson","Joel ANDERSSON","26:59:25",5,"Sweden","SE",,"35-39","H"
"3188085.tobbe.stenbom","Tobbe STENBOM","27:11:38",6,"Sweden","SE",,"50-54","H"
"235190.fredrik.larsson","Fredrik LARSSON","27:11:38",7,"Sweden","SE",,"50-54","H"
"911697.mattias.kristensson","Mattias KRISTENSSON","27:49:03",8,"Sweden","SE",,"35-39","H"
"692156.kajsa.kolmskog","Kajsa KOLMSKOG","27:49:16",9,"Sweden","SE",,"40-44","F"
"4716030.richard.hartgers","Richard HARTGERS","28:12:45",10,"Sweden","SE",,"20-34","H"
"2221787.josefin.forsberg","Josefin FORSBERG","29:23:38",11,"Sweden","SE",,"20-34","F"
"4681802.lars.rydelius","Lars RYDELIUS","29:27:39",12,"Sweden","SE",,"50-54","H"
"4301465.niklas.drakfors","Niklas DRAKFORS","29:27:40",13,"Sweden","SE",,"45-49","H"
"4681644.carl.wahlgren","Carl WAHLGREN","29:43:47",14,"Sweden","SE",,"35-39","H"
"2576461.robert.aronica","Robert ARONICA","30:04:52",15,"Sweden","SE",,"45-49","H"
"4301449.camilla.almstedtmalmgren","Camilla ALMSTEDT MALMGREN","30:36:08",16,"Sweden","SE",,"40-44","F"
"1355777.mikael.andersson","Mikael ANDERSSON","30:36:59",17,"Sweden","SE",,"45-49","H"
"1355779.joe.walfridson","Joe WALFRIDSON","30:37:00",18,"Sweden","SE",,"50-54","H"
"4193351.olle.westlundbayer","Olle WESTLUND-BAYER","31:57:43",19,"Sweden","SE",,"35-39","H"
"4238862.mathias.eichelkraut","Mathias EICHELKRAUT","32:10:18",20,"Sweden","SE",,"35-39","H"
"4853524.mohammed.alaoui","Mohammed ALAOUI","32:34:09",21,"Sweden","SE",,"35-39","H"
"5136085.erik.johansson","Erik JOHANSSON","32:39:23",22,"Sweden","SE",,"20-34","H"
"4682500.rasmus.kratz","Rasmus KRATZ","32:54:03",23,"Sweden","SE",,"20-34","H"
"4487694.magnus.svensson","Magnus SVENSSON","33:18:11",24,"Sweden","SE",,"50-54","H"
"3378517.per.bodinhansen","Per BODIN HANSEN","11:24:19",1,"Sweden","SE",,"35-39","H"
"4727430.fredrik.westin","Fredrik WESTIN","12:02:10",2,"Sweden","SE",,"20-34","H"
"1036675.anna.stahlkloo","Anna STÅHLKLOO","12:26:04",3,"Sweden","SE",,"45-49","F"
"5192457.alex.melander","Alex MELANDER","12:53:22",4,"Sweden","SE",,"20-34","H"
"3976319.sofie.johansson","Sofie JOHANSSON","13:07:15",5,"Sweden","SE",,"35-39","F"
"6152452.susanna.sjogren","Susanna SJÖGREN","13:14:31",6,"Sweden","SE",,"40-44","F"
"4422468.hugo.rosenlund","Hugo ROSENLUND","13:57:04",7,"Sweden","SE",,"35-39","H"
"4305194.arvid.hoglund","Arvid HÖGLUND","13:59:50",8,"Sweden","SE",,"20-34","H"
"1619705.mattias.svensson","Mattias SVENSSON","14:29:07",9,"Sweden","SE",,"50-54","H"
"1209569.christoffer.wetterberg","Christoffer WETTERBERG","14:33:02",10,"Sweden","SE",,"20-34","H"
"4182611.tomas.larsson","Tomas LARSSON","14:41:35",11,"Sweden","SE",,"50-54","H"
"587245.niclas.gallentoft","Niclas GÄLLENTOFT","14:46:26",12,"Sweden","SE",,"50-54","H"
"6152454.andrzej.bednarski","Andrzej BEDNARSKI","14:50:15",13,"Sweden","SE",,"45-49","H"
"4202099.martin.westlund","Martin WESTLUND","14:50:37",14,"Sweden","SE",,"45-49","H"
"4416434.lisa.hammarling","Lisa HAMMARLING","15:12:56",15,"Sweden","SE",,"40-44","F"
"4193311.joakim.ragnarsson","Joakim RAGNARSSON","15:16:07",16,"Sweden","SE",,"20-34","H"
"5233784.geirjota.bjorlo","Geir Jota BJØRLO","15:29:49",17,"Norway","NO",,"50-54","H"
"4195076.daniel.bergmark","Daniel BERGMARK","15:38:06",18,"Sweden","SE",,"45-49","H"
"5530236.johan.bruneskog","Johan BRUNESKOG","15:43:13",19,"Sweden","SE",,"35-39","H"
"3985971.christoffer.larsson","Christoffer LARSSON","16:04:32",20,"Sweden","SE",,"40-44","H"
"4301459.mattias.diener","Mattias DIENER","16:07:33",21,"Sweden","SE",,"50-54","H"
"4201786.patrik.jonasson","Patrik JONASSON","16:28:30",22,"Sweden","SE",,"45-49","H"
"665770.jesper.flink","Jesper FLINK","16:43:02",23,"Sweden","SE",,"50-54","H"
"5233814.antti.logrenuuttu","Antti LOGREN-UUTTU","17:08:06",24,"Sweden","SE",,"40-44","H"
"3934417.richard.gynnstam","Richard GYNNSTAM","17:10:40",25,"Sweden","SE",,"45-49","H"
"44806.jonas.buud","Jonas BUUD","04:08:10",1,"Sweden","SE",,"50-54","H"
"2346895.axel.svardhagen","Axel SVÄRDHAGEN","04:14:47",2,"Sweden","SE",,"20-34","H"
"2257665.william.englund","William ENGLUND","04:18:28",3,"Sweden","SE",,"20-34","H"
"3342149.emil.olsson","Emil OLSSON","04:33:06",4,"Sweden","SE",,"20-34","H"
"4195046.marten.vann","Mårten VÄNN","04:39:03",5,"Sweden","SE",,"20-34","H"
"6152352.william.gillispie","William GILLISPIE","04:41:00",6,"Sweden","SE",,"20-34","H"
"5847388.andre.holster","André HOLSTER","04:41:00",7,"Sweden","SE",,"60-64","H"
"4692444.daniel.nilsson","Daniel NILSSON","04:54:43",8,"Sweden","SE",,"20-34","H"
"6152354.jonatan.palm","Jonatan PALM","05:03:36",9,"Sweden","SE",,"35-39","H"
"4238848.emil.kalrotsoderberg","Emil KALROT SÖDERBERG","05:06:02",10,"Sweden","SE",,"20-34","H"
"1003683.adam.ekstedt","Adam EKSTEDT","05:16:20",11,"Sweden","SE",,"20-34","H"
"6152356.johan.gustafsson","Johan GUSTAFSSON","05:29:12",12,"Sweden","SE",,"45-49","H"
"1048529.bertrand.giorgi","Bertrand GIORGI","05:34:42",13,"France","FR",,"45-49","H"
